scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 146, 362, 146, 1637, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 57, 143, 57, 993, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 102, 246, 102, 1589, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 21, 41, 21, 684, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 51, 101, 51, 954, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 1801, 4490, 1800, 10132, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 958, 2366, 958, 4998, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 634, 1636, 634, 4243, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 167, 474, 167, 1708, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 34, 125, 34, 883, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 498, 1212, 498, 4597, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 125, 305, 125, 1993, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 70, 174, 70, 1351, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 177, 401, 177, 2143, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 78, 155, 78, 1199, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 96, 191, 96, 1226, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 98, 195, 98, 1420, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 146, 146, 146, 1442, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 77, 77, 77, 1359, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 23, 23, 23, 684, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 52, 52, 52, 1203, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 105, 105, 105, 1626, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 61, 0, 61, 1238, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 96, 0, 96, 2300, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 87, 0, 87, 2106, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 27, 0, 27, 1205, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 68, 0, 68, 2289, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 23, 0, 23, 857, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 32, 0, 32, 1466, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 36, 0, 36, 1156, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 60, 0, 60, 1173, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 44, 0, 44, 2035, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 1858, 4428, 1857, 10113, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 112, 355, 112, 1613, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 73, 286, 73, 1289, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 92, 301, 92, 1334, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 42, 149, 42, 990, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 28, 103, 28, 786, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 158, 400, 158, 1734, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 314, 717, 314, 2843, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 20, 57, 20, 612, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 19, 37, 19, 522, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 59, 117, 59, 1090, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 242, 483, 242, 2451, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 233, 233, 233, 2068, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 22, 22, 22, 634, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 44, 44, 44, 895, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 191, 191, 191, 2552, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 69, 69, 69, 1250, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 37, 0, 37, 1169, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 19, 0, 19, 658, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 52, 0, 52, 1524, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 20, 0, 20, 789, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 30, 0, 30, 676, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 40, 0, 40, 863, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 43, 0, 43, 1414, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 40, 0, 40, 1523, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 56, 0, 56, 758, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 49, 0, 49, 1949, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 923, 2285, 923, 6852, ontime
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 161, 575, 161, 4298, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 168, 596, 168, 3215, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 34, 147, 34, 1158, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 138, 388, 138, 1801, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 185, 465, 185, 2346, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 155, 397, 155, 1759, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 119, 277, 119, 1629, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 62, 154, 62, 1233, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 118, 235, 118, 1637, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 381, 761, 381, 3272, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 58, 115, 58, 973, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 49, 49, 49, 1061, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 155, 155, 155, 2104, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 106, 106, 106, 1285, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 79, 79, 79, 1748, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 131, 131, 131, 1918, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 108, 0, 108, 1670, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 35, 0, 35, 1131, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 60, 0, 60, 1392, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 70, 0, 70, 1847, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 33, 0, 33, 784, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 80, 0, 80, 2110, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 22, 0, 22, 984, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 20, 0, 20, 1092, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 20, 0, 20, 1228, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 28, 0, 28, 1259, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 986, 2540, 984, 10166, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 80, 354, 80, 2036, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 408, 972, 408, 3108, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 205, 590, 205, 2032, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 318, 813, 318, 2455, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 64, 205, 64, 1262, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 451, 1068, 451, 3122, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 142, 329, 142, 1797, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 191, 445, 191, 3665, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 40, 79, 40, 838, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 99, 197, 99, 1657, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 61, 121, 61, 1380, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 218, 218, 218, 2598, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 91, 91, 91, 1230, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 20, 20, 20, 768, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 31, 31, 31, 729, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 90, 90, 90, 1428, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 68, 0, 68, 1394, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 50, 0, 50, 1436, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 21, 0, 21, 573, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 76, 0, 76, 2452, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 38, 0, 38, 1765, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 87, 0, 87, 2087, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 20, 0, 20, 1004, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 22, 0, 22, 956, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 24, 0, 24, 936, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 31, 0, 31, 1479, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 19, 190, 19, 1093, ontime
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 205, 601, 205, 1968, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 21, 180, 21, 871, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 73, 243, 73, 1333, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 33, 134, 33, 870, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 78, 241, 78, 1417, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 109, 278, 109, 1849, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 23, 62, 23, 583, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 29, 77, 29, 872, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 121, 241, 121, 1685, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 60, 119, 60, 1057, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 198, 395, 198, 2550, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 61, 61, 61, 1302, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 41, 41, 41, 1054, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 190, 190, 190, 2636, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 21, 21, 21, 658, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 90, 90, 90, 1679, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 186, 0, 186, 2828, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 42, 0, 42, 893, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 92, 0, 92, 2049, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 67, 0, 67, 1498, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 113, 0, 113, 2997, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 22, 0, 22, 1021, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 32, 0, 32, 1373, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 78, 0, 78, 2344, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 42, 0, 42, 1518, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 44, 0, 44, 1860, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 1681, 4140, 1679, 10127, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 39, 186, 39, 1024, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 21, 195, 21, 1002, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 283, 742, 283, 2519, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 303, 843, 303, 3349, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 145, 401, 145, 2131, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 285, 675, 285, 2767, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 337, 767, 337, 2605, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 53, 131, 53, 1053, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 48, 95, 48, 866, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 30, 59, 30, 699, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 117, 233, 117, 1662, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 48, 48, 48, 696, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 100, 100, 100, 1820, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 43, 43, 43, 1039, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 99, 99, 99, 1297, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 44, 44, 44, 1050, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 96, 0, 96, 2176, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 64, 0, 64, 1222, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 89, 0, 89, 1453, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 22, 0, 22, 745, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 19, 0, 19, 847, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 46, 0, 46, 1592, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 24, 0, 24, 1085, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 64, 0, 64, 1324, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 36, 0, 36, 1548, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 21, 0, 21, 1128, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 1660, 4174, 1658, 10147, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 922, 2442, 922, 6338, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 452, 1086, 452, 2958, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 75, 245, 75, 1486, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 182, 503, 182, 2114, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 107, 302, 107, 1497, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 91, 242, 91, 1505, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 72, 177, 72, 1826, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 71, 169, 71, 1369, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 84, 167, 84, 1649, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 77, 153, 77, 1651, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 124, 247, 124, 1951, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 86, 86, 86, 1338, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 81, 81, 81, 1102, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 51, 51, 51, 1170, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 64, 64, 64, 1125, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 65, 65, 65, 1387, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 45, 0, 45, 1074, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 57, 0, 57, 1231, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 58, 0, 58, 1190, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 50, 0, 50, 1630, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 104, 0, 104, 3372, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 47, 0, 47, 1705, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 37, 0, 37, 1186, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 61, 0, 61, 925, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 43, 0, 43, 1377, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 36, 0, 36, 908, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 1238, 2985, 1237, 10148, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 337, 764, 337, 3681, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 1214, 3100, 1214, 6147, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 106, 330, 106, 1788, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 149, 402, 149, 1670, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 133, 333, 133, 1655, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 348, 817, 348, 3065, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 195, 447, 195, 2094, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 29, 78, 29, 726, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 81, 161, 81, 1504, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 35, 69, 35, 788, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 63, 125, 63, 1035, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 142, 142, 142, 1632, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 57, 57, 57, 821, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 51, 51, 51, 1057, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 140, 140, 140, 1952, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 98, 98, 98, 1290, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 19, 0, 19, 731, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 21, 0, 21, 908, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 59, 0, 59, 1742, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 118, 0, 118, 2748, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 55, 0, 55, 1737, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 22, 0, 22, 960, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 20, 0, 20, 1102, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 73, 0, 73, 1911, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 33, 0, 33, 1303, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 53, 0, 53, 1404, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 1959, 4266, 1958, 10116, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 628, 1566, 628, 4080, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 763, 1953, 763, 4445, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 370, 952, 370, 2864, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 476, 1188, 476, 3414, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 179, 472, 179, 2039, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 83, 211, 83, 1220, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 43, 112, 43, 828, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 156, 379, 156, 2136, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 43, 85, 43, 1035, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 68, 135, 68, 1279, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 39, 77, 39, 930, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 21, 21, 21, 590, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 40, 40, 40, 953, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 23, 23, 23, 655, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 58, 58, 58, 1381, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 131, 131, 131, 3146, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 79, 0, 79, 1622, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 71, 0, 71, 1711, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 34, 0, 34, 891, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 52, 0, 52, 1690, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 23, 0, 23, 799, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 80, 0, 80, 1741, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 19, 0, 19, 859, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 36, 0, 36, 1504, ontime
